# Klettern, Messung an einer lebenden Figur
# Mess-Mod 6.40.1
# Build 42.20
# je Fall Fitness, Strength, Nimble einzeln 0-10, die anderen auf 0
# sicherheit = getClimbingFailChanceFloat(), seil = getClimbRopeSpeed(false/true), tragen = getMaxWeight()
# nicht lesbar: keine

[abweichungen] fall|achse=stufe|groesse|ohne Trait->mit Trait
abweichung|clumsy+dextrous|strength=9|runter|0.1250->0.1400
abweichung|clumsy+dextrous|strength=10|sicherheit|4.0000->3.0000
abweichung|clumsy+dextrous|nimble=0|sicherheit|0.0000->2.0000
abweichung|clumsy+dextrous|nimble=0|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=0|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=1|sicherheit|1.0000->2.0000
abweichung|clumsy+dextrous|nimble=1|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=1|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=2|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=2|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=3|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=3|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=4|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=4|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=5|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=5|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=6|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=6|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=7|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=7|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=8|sicherheit|4.0000->3.0000
abweichung|clumsy+dextrous|nimble=8|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=8|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=9|sicherheit|4.0000->3.0000
abweichung|clumsy+dextrous|nimble=9|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=9|runter|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=10|sicherheit|4.0000->3.0000
abweichung|clumsy+dextrous|nimble=10|hoch|0.0200->0.0250
abweichung|clumsy+dextrous|nimble=10|runter|0.0200->0.0250
abweichung|clumsy+overweight|fitness=1|sicherheit|1.0000->0.0000
abweichung|clumsy+overweight|fitness=1|hoch|0.0250->0.0200
abweichung|clumsy+overweight|fitness=2|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|fitness=2|hoch|0.0300->0.0250
abweichung|clumsy+overweight|fitness=3|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|fitness=3|hoch|0.0350->0.0300
abweichung|clumsy+overweight|fitness=4|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|fitness=4|hoch|0.0800->0.0350
abweichung|clumsy+overweight|fitness=5|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|fitness=6|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|fitness=6|hoch|0.0900->0.0800
abweichung|clumsy+overweight|fitness=7|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|fitness=7|hoch|0.1050->0.0900
abweichung|clumsy+overweight|fitness=8|sicherheit|4.0000->0.0000
abweichung|clumsy+overweight|fitness=8|hoch|0.1150->0.1050
abweichung|clumsy+overweight|fitness=9|sicherheit|4.0000->1.0000
abweichung|clumsy+overweight|fitness=9|hoch|0.1250->0.1150
abweichung|clumsy+overweight|fitness=10|sicherheit|4.0000->1.0000
abweichung|clumsy+overweight|fitness=10|hoch|0.1400->0.1250
abweichung|clumsy+overweight|strength=1|sicherheit|1.0000->0.0000
abweichung|clumsy+overweight|strength=1|hoch|0.0250->0.0200
abweichung|clumsy+overweight|strength=2|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|strength=2|hoch|0.0300->0.0250
abweichung|clumsy+overweight|strength=3|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|strength=3|hoch|0.0350->0.0300
abweichung|clumsy+overweight|strength=4|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|strength=4|hoch|0.0800->0.0350
abweichung|clumsy+overweight|strength=5|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|strength=6|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|strength=6|hoch|0.0900->0.0800
abweichung|clumsy+overweight|strength=7|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|strength=7|hoch|0.1050->0.0900
abweichung|clumsy+overweight|strength=8|sicherheit|4.0000->0.0000
abweichung|clumsy+overweight|strength=8|hoch|0.1150->0.1050
abweichung|clumsy+overweight|strength=9|sicherheit|4.0000->1.0000
abweichung|clumsy+overweight|strength=9|hoch|0.1250->0.1150
abweichung|clumsy+overweight|strength=10|sicherheit|4.0000->1.0000
abweichung|clumsy+overweight|strength=10|hoch|0.1400->0.1250
abweichung|clumsy+overweight|nimble=1|sicherheit|1.0000->0.0000
abweichung|clumsy+overweight|nimble=2|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|nimble=3|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|nimble=4|sicherheit|2.0000->0.0000
abweichung|clumsy+overweight|nimble=5|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|nimble=6|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|nimble=7|sicherheit|3.0000->0.0000
abweichung|clumsy+overweight|nimble=8|sicherheit|4.0000->0.0000
abweichung|clumsy+overweight|nimble=9|sicherheit|4.0000->1.0000
abweichung|clumsy+overweight|nimble=10|sicherheit|4.0000->1.0000

[klettern] fall|fitness|strength|nimble|sicherheit|seil_hoch|seil_runter|tragen
klettern|-|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|-|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|-|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|-|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|-|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|-|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|-|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|-|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|-|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|-|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|-|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|-|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|-|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|-|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|-|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|-|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|-|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|-|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|-|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|-|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|-|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|-|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|-|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|-|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|-|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|-|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|-|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|-|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|-|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|-|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|-|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|-|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|-|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|clumsy|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|clumsy|2|0|0|1.0000|0.0300|0.0300|14.0000
klettern|clumsy|3|0|0|1.0000|0.0350|0.0350|14.0000
klettern|clumsy|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy|5|0|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy|6|0|0|2.0000|0.0900|0.0900|14.0000
klettern|clumsy|7|0|0|2.0000|0.1050|0.1050|14.0000
klettern|clumsy|8|0|0|2.0000|0.1150|0.1150|14.0000
klettern|clumsy|9|0|0|3.0000|0.1250|0.1250|14.0000
klettern|clumsy|10|0|0|3.0000|0.1400|0.1400|14.0000
klettern|clumsy|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|clumsy|0|2|0|1.0000|0.0300|0.0300|14.0000
klettern|clumsy|0|3|0|1.0000|0.0350|0.0350|14.0000
klettern|clumsy|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy|0|5|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy|0|6|0|2.0000|0.0900|0.0900|14.0000
klettern|clumsy|0|7|0|2.0000|0.1050|0.1050|14.0000
klettern|clumsy|0|8|0|2.0000|0.1150|0.1150|14.0000
klettern|clumsy|0|9|0|3.0000|0.1250|0.1250|14.0000
klettern|clumsy|0|10|0|3.0000|0.1400|0.1400|14.0000
klettern|clumsy|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|2|1.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|3|1.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|5|2.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|6|2.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|7|2.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|8|2.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|9|3.0000|0.0200|0.0200|14.0000
klettern|clumsy|0|0|10|3.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|overweight|1|0|0|0.0000|0.0200|0.0250|14.0000
klettern|overweight|2|0|0|0.0000|0.0250|0.0300|14.0000
klettern|overweight|3|0|0|0.0000|0.0300|0.0350|14.0000
klettern|overweight|4|0|0|0.0000|0.0350|0.0800|14.0000
klettern|overweight|5|0|0|0.0000|0.0800|0.0800|14.0000
klettern|overweight|6|0|0|0.0000|0.0800|0.0900|14.0000
klettern|overweight|7|0|0|0.0000|0.0900|0.1050|14.0000
klettern|overweight|8|0|0|1.0000|0.1050|0.1150|14.0000
klettern|overweight|9|0|0|1.0000|0.1150|0.1250|14.0000
klettern|overweight|10|0|0|2.0000|0.1250|0.1400|14.0000
klettern|overweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|1|0|0.0000|0.0200|0.0250|14.0000
klettern|overweight|0|2|0|0.0000|0.0250|0.0300|14.0000
klettern|overweight|0|3|0|0.0000|0.0300|0.0350|14.0000
klettern|overweight|0|4|0|0.0000|0.0350|0.0800|14.0000
klettern|overweight|0|5|0|0.0000|0.0800|0.0800|14.0000
klettern|overweight|0|6|0|0.0000|0.0800|0.0900|14.0000
klettern|overweight|0|7|0|0.0000|0.0900|0.1050|14.0000
klettern|overweight|0|8|0|1.0000|0.1050|0.1150|14.0000
klettern|overweight|0|9|0|1.0000|0.1150|0.1250|14.0000
klettern|overweight|0|10|0|2.0000|0.1250|0.1400|14.0000
klettern|overweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|1|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|2|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|3|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|4|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|5|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|6|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|7|0.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|8|1.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|9|1.0000|0.0200|0.0200|14.0000
klettern|overweight|0|0|10|2.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|obese|1|0|0|0.0000|0.0200|0.0250|14.0000
klettern|obese|2|0|0|0.0000|0.0200|0.0300|14.0000
klettern|obese|3|0|0|0.0000|0.0250|0.0350|14.0000
klettern|obese|4|0|0|0.0000|0.0300|0.0800|14.0000
klettern|obese|5|0|0|0.0000|0.0350|0.0800|14.0000
klettern|obese|6|0|0|0.0000|0.0800|0.0900|14.0000
klettern|obese|7|0|0|0.0000|0.0800|0.1050|14.0000
klettern|obese|8|0|0|0.0000|0.0900|0.1150|14.0000
klettern|obese|9|0|0|0.0000|0.1050|0.1250|14.0000
klettern|obese|10|0|0|0.0000|0.1150|0.1400|14.0000
klettern|obese|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|1|0|0.0000|0.0200|0.0250|14.0000
klettern|obese|0|2|0|0.0000|0.0200|0.0300|14.0000
klettern|obese|0|3|0|0.0000|0.0250|0.0350|14.0000
klettern|obese|0|4|0|0.0000|0.0300|0.0800|14.0000
klettern|obese|0|5|0|0.0000|0.0350|0.0800|14.0000
klettern|obese|0|6|0|0.0000|0.0800|0.0900|14.0000
klettern|obese|0|7|0|0.0000|0.0800|0.1050|14.0000
klettern|obese|0|8|0|0.0000|0.0900|0.1150|14.0000
klettern|obese|0|9|0|0.0000|0.1050|0.1250|14.0000
klettern|obese|0|10|0|0.0000|0.1150|0.1400|14.0000
klettern|obese|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|1|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|2|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|3|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|4|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|5|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|6|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|7|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|8|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|9|0.0000|0.0200|0.0200|14.0000
klettern|obese|0|0|10|0.0000|0.0200|0.0200|14.0000
klettern|dextrous|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|dextrous|1|0|0|2.0000|0.0300|0.0300|14.0000
klettern|dextrous|2|0|0|2.0000|0.0350|0.0350|14.0000
klettern|dextrous|3|0|0|3.0000|0.0800|0.0800|14.0000
klettern|dextrous|4|0|0|3.0000|0.0800|0.0800|14.0000
klettern|dextrous|5|0|0|3.0000|0.0900|0.0900|14.0000
klettern|dextrous|6|0|0|4.0000|0.1050|0.1050|14.0000
klettern|dextrous|7|0|0|4.0000|0.1150|0.1150|14.0000
klettern|dextrous|8|0|0|4.0000|0.1250|0.1250|14.0000
klettern|dextrous|9|0|0|4.0000|0.1400|0.1400|14.0000
klettern|dextrous|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|dextrous|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|1|0|2.0000|0.0300|0.0300|14.0000
klettern|dextrous|0|2|0|2.0000|0.0350|0.0350|14.0000
klettern|dextrous|0|3|0|3.0000|0.0800|0.0800|14.0000
klettern|dextrous|0|4|0|3.0000|0.0800|0.0800|14.0000
klettern|dextrous|0|5|0|3.0000|0.0900|0.0900|14.0000
klettern|dextrous|0|6|0|4.0000|0.1050|0.1050|14.0000
klettern|dextrous|0|7|0|4.0000|0.1150|0.1150|14.0000
klettern|dextrous|0|8|0|4.0000|0.1250|0.1250|14.0000
klettern|dextrous|0|9|0|4.0000|0.1400|0.1400|14.0000
klettern|dextrous|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|dextrous|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|1|2.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|2|2.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|3|3.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|4|3.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|5|3.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|6|4.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|7|4.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|8|4.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|9|4.0000|0.0250|0.0250|14.0000
klettern|dextrous|0|0|10|4.0000|0.0250|0.0250|14.0000
klettern|allthumbs|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|1|0|0|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|2|0|0|0.0000|0.0250|0.0250|14.0000
klettern|allthumbs|3|0|0|1.0000|0.0300|0.0300|14.0000
klettern|allthumbs|4|0|0|2.0000|0.0350|0.0350|14.0000
klettern|allthumbs|5|0|0|2.0000|0.0800|0.0800|14.0000
klettern|allthumbs|6|0|0|2.0000|0.0800|0.0800|14.0000
klettern|allthumbs|7|0|0|3.0000|0.0900|0.0900|14.0000
klettern|allthumbs|8|0|0|3.0000|0.1050|0.1050|14.0000
klettern|allthumbs|9|0|0|3.0000|0.1150|0.1150|14.0000
klettern|allthumbs|10|0|0|4.0000|0.1250|0.1250|14.0000
klettern|allthumbs|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|1|0|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|2|0|0.0000|0.0250|0.0250|14.0000
klettern|allthumbs|0|3|0|1.0000|0.0300|0.0300|14.0000
klettern|allthumbs|0|4|0|2.0000|0.0350|0.0350|14.0000
klettern|allthumbs|0|5|0|2.0000|0.0800|0.0800|14.0000
klettern|allthumbs|0|6|0|2.0000|0.0800|0.0800|14.0000
klettern|allthumbs|0|7|0|3.0000|0.0900|0.0900|14.0000
klettern|allthumbs|0|8|0|3.0000|0.1050|0.1050|14.0000
klettern|allthumbs|0|9|0|3.0000|0.1150|0.1150|14.0000
klettern|allthumbs|0|10|0|4.0000|0.1250|0.1250|14.0000
klettern|allthumbs|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|1|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|2|0.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|3|1.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|5|2.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|6|2.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|8|3.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|9|3.0000|0.0200|0.0200|14.0000
klettern|allthumbs|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|gymnast|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|gymnast|1|0|0|2.0000|0.0300|0.0300|14.0000
klettern|gymnast|2|0|0|2.0000|0.0350|0.0350|14.0000
klettern|gymnast|3|0|0|3.0000|0.0800|0.0800|14.0000
klettern|gymnast|4|0|0|3.0000|0.0800|0.0800|14.0000
klettern|gymnast|5|0|0|3.0000|0.0900|0.0900|14.0000
klettern|gymnast|6|0|0|4.0000|0.1050|0.1050|14.0000
klettern|gymnast|7|0|0|4.0000|0.1150|0.1150|14.0000
klettern|gymnast|8|0|0|4.0000|0.1250|0.1250|14.0000
klettern|gymnast|9|0|0|4.0000|0.1400|0.1400|14.0000
klettern|gymnast|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|gymnast|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|1|0|2.0000|0.0300|0.0300|14.0000
klettern|gymnast|0|2|0|2.0000|0.0350|0.0350|14.0000
klettern|gymnast|0|3|0|3.0000|0.0800|0.0800|14.0000
klettern|gymnast|0|4|0|3.0000|0.0800|0.0800|14.0000
klettern|gymnast|0|5|0|3.0000|0.0900|0.0900|14.0000
klettern|gymnast|0|6|0|4.0000|0.1050|0.1050|14.0000
klettern|gymnast|0|7|0|4.0000|0.1150|0.1150|14.0000
klettern|gymnast|0|8|0|4.0000|0.1250|0.1250|14.0000
klettern|gymnast|0|9|0|4.0000|0.1400|0.1400|14.0000
klettern|gymnast|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|gymnast|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|1|2.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|2|2.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|3|3.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|4|3.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|5|3.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|6|4.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|7|4.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|8|4.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|9|4.0000|0.0250|0.0250|14.0000
klettern|gymnast|0|0|10|4.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|burglar|1|0|0|2.0000|0.0300|0.0300|14.0000
klettern|burglar|2|0|0|2.0000|0.0350|0.0350|14.0000
klettern|burglar|3|0|0|3.0000|0.0800|0.0800|14.0000
klettern|burglar|4|0|0|3.0000|0.0800|0.0800|14.0000
klettern|burglar|5|0|0|3.0000|0.0900|0.0900|14.0000
klettern|burglar|6|0|0|4.0000|0.1050|0.1050|14.0000
klettern|burglar|7|0|0|4.0000|0.1150|0.1150|14.0000
klettern|burglar|8|0|0|4.0000|0.1250|0.1250|14.0000
klettern|burglar|9|0|0|4.0000|0.1400|0.1400|14.0000
klettern|burglar|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|burglar|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|burglar|0|1|0|2.0000|0.0300|0.0300|14.0000
klettern|burglar|0|2|0|2.0000|0.0350|0.0350|14.0000
klettern|burglar|0|3|0|3.0000|0.0800|0.0800|14.0000
klettern|burglar|0|4|0|3.0000|0.0800|0.0800|14.0000
klettern|burglar|0|5|0|3.0000|0.0900|0.0900|14.0000
klettern|burglar|0|6|0|4.0000|0.1050|0.1050|14.0000
klettern|burglar|0|7|0|4.0000|0.1150|0.1150|14.0000
klettern|burglar|0|8|0|4.0000|0.1250|0.1250|14.0000
klettern|burglar|0|9|0|4.0000|0.1400|0.1400|14.0000
klettern|burglar|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|burglar|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|1|2.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|2|2.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|3|3.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|4|3.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|5|3.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|6|4.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|7|4.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|8|4.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|9|4.0000|0.0250|0.0250|14.0000
klettern|burglar|0|0|10|4.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|1|0|0|2.0000|0.0300|0.0300|14.0000
klettern|clumsy+dextrous|2|0|0|2.0000|0.0350|0.0350|14.0000
klettern|clumsy+dextrous|3|0|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy+dextrous|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy+dextrous|5|0|0|3.0000|0.0900|0.0900|14.0000
klettern|clumsy+dextrous|6|0|0|3.0000|0.1050|0.1050|14.0000
klettern|clumsy+dextrous|7|0|0|3.0000|0.1150|0.1150|14.0000
klettern|clumsy+dextrous|8|0|0|3.0000|0.1250|0.1250|14.0000
klettern|clumsy+dextrous|9|0|0|3.0000|0.1400|0.1400|14.0000
klettern|clumsy+dextrous|10|0|0|3.0000|0.1400|0.1400|14.0000
klettern|clumsy+dextrous|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|1|0|2.0000|0.0300|0.0300|14.0000
klettern|clumsy+dextrous|0|2|0|2.0000|0.0350|0.0350|14.0000
klettern|clumsy+dextrous|0|3|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy+dextrous|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|clumsy+dextrous|0|5|0|3.0000|0.0900|0.0900|14.0000
klettern|clumsy+dextrous|0|6|0|3.0000|0.1050|0.1050|14.0000
klettern|clumsy+dextrous|0|7|0|3.0000|0.1150|0.1150|14.0000
klettern|clumsy+dextrous|0|8|0|3.0000|0.1250|0.1250|14.0000
klettern|clumsy+dextrous|0|9|0|3.0000|0.1400|0.1400|14.0000
klettern|clumsy+dextrous|0|10|0|3.0000|0.1400|0.1400|14.0000
klettern|clumsy+dextrous|0|0|0|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|1|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|2|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|3|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|4|2.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|5|3.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|6|3.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|7|3.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|8|3.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|9|3.0000|0.0250|0.0250|14.0000
klettern|clumsy+dextrous|0|0|10|3.0000|0.0250|0.0250|14.0000
klettern|clumsy+overweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|1|0|0|0.0000|0.0200|0.0250|14.0000
klettern|clumsy+overweight|2|0|0|0.0000|0.0250|0.0300|14.0000
klettern|clumsy+overweight|3|0|0|0.0000|0.0300|0.0350|14.0000
klettern|clumsy+overweight|4|0|0|0.0000|0.0350|0.0800|14.0000
klettern|clumsy+overweight|5|0|0|0.0000|0.0800|0.0800|14.0000
klettern|clumsy+overweight|6|0|0|0.0000|0.0800|0.0900|14.0000
klettern|clumsy+overweight|7|0|0|0.0000|0.0900|0.1050|14.0000
klettern|clumsy+overweight|8|0|0|0.0000|0.1050|0.1150|14.0000
klettern|clumsy+overweight|9|0|0|1.0000|0.1150|0.1250|14.0000
klettern|clumsy+overweight|10|0|0|1.0000|0.1250|0.1400|14.0000
klettern|clumsy+overweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|1|0|0.0000|0.0200|0.0250|14.0000
klettern|clumsy+overweight|0|2|0|0.0000|0.0250|0.0300|14.0000
klettern|clumsy+overweight|0|3|0|0.0000|0.0300|0.0350|14.0000
klettern|clumsy+overweight|0|4|0|0.0000|0.0350|0.0800|14.0000
klettern|clumsy+overweight|0|5|0|0.0000|0.0800|0.0800|14.0000
klettern|clumsy+overweight|0|6|0|0.0000|0.0800|0.0900|14.0000
